event_id,year,true_label,lightgbm_prediction,rf_prediction,rf_correct,lightgbm_correct,outcome
2022-0218-LBY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0219-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0235-POL,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2022-0261-USA,2022,Low,Low,Low,True,True,both_correct
2022-0780-NGA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0265-BRA,2022,Low,Low,Low,True,True,both_correct
2022-0331-IDN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0274-GHA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0275-RUS,2022,Moderate,Low,Low,False,False,both_wrong
2022-0283-CMR,2022,Moderate,High,High,False,False,both_wrong
2022-0293-IND,2022,Extreme,Extreme,Extreme,True,True,both_correct
2022-0314-PHL,2022,Low,Moderate,Moderate,False,False,both_wrong
2022-0581-VNM,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0587-BRA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0317-GTM,2022,Moderate,Low,Low,False,False,both_wrong
2022-0347-CIV,2022,Moderate,Low,Low,False,False,both_wrong
2022-0366-CUB,2022,Low,Low,Low,True,True,both_correct
2022-0372-BGD,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0382-LBY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0385-TGO,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0389-COL,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0396-AUS,2022,Low,Low,Low,True,True,both_correct
2022-0397-CHN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0400-SLV,2022,Low,Low,Low,True,True,both_correct
2022-0405-PAK,2022,Extreme,High,High,False,False,both_wrong
2022-0594-LBN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0406-ECU,2022,Low,Low,Low,True,True,both_correct
2022-0408-MYS,2022,Low,Low,Low,True,True,both_correct
2022-0423-KOR,2022,Low,High,High,False,False,both_wrong
2022-0445-SDN,2022,High,Moderate,Low,False,False,both_wrong
2022-0464-NGA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0465-BEL,2022,High,High,High,True,True,both_correct
2022-0465-FRA,2022,Extreme,Extreme,Extreme,True,True,both_correct
2022-0465-GRC,2022,Extreme,High,Extreme,True,False,rf_only_correct
2022-0465-HUN,2022,High,High,Extreme,False,True,lightgbm_only_correct
2022-0465-IRL,2022,Moderate,High,High,False,False,both_wrong
2022-0465-LVA,2022,High,Low,Extreme,False,False,both_wrong
2022-0465-SVN,2022,High,Low,High,True,False,rf_only_correct
2022-0480-USA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0599-TUN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0613-THA,2022,Low,Low,Low,True,True,both_correct
2022-0621-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0626-SYR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0631-BGD,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0481-UGA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0632-CHN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0525-AUT,2022,Low,Low,Low,True,True,both_correct
2022-0525-FRA,2022,Low,Low,Low,True,True,both_correct
2022-0525-ITA,2022,Low,Low,Low,True,True,both_correct
2022-0534-EGY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0553-MWI,2022,Extreme,High,High,False,False,both_wrong
2022-0564-LBY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0565-IRN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0579-MEX,2022,Low,Low,Low,True,True,both_correct
2022-0676-VNM,2022,Moderate,Low,Low,False,False,both_wrong
2022-0682-VEN,2022,Low,Moderate,Moderate,False,False,both_wrong
2022-0702-NGA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0726-GIN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0733-MDV,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0112-NGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0450-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0454-DZA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2022-0743-COL,2022,Low,Low,Low,True,True,both_correct
2022-0746-COD,2022,Low,High,High,False,False,both_wrong
2022-0775-ITA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0798-LKA,2022,Low,Low,Low,True,True,both_correct
2022-0801-CMR,2022,High,High,High,True,True,both_correct
2022-0809-MYS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0810-MYS,2022,Low,Low,Low,True,True,both_correct
2022-0832-PHL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0863-USA,2022,Moderate,Low,Low,False,False,both_wrong
2023-0002-PHL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0018-UGA,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0035-THA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0054-SYR,2023,Extreme,Low,High,False,False,both_wrong
2023-0054-TUR,2023,Extreme,Low,Low,False,False,both_wrong
2023-0057-PAK,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0058-BEN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0062-TCD,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0074-BFA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0095-MWI,2023,Extreme,Low,Low,False,False,both_wrong
2023-0097-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0102-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0106-DZA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0141-TUR,2023,Moderate,Low,Low,False,False,both_wrong
2023-0147-ITA,2023,High,Moderate,Moderate,False,False,both_wrong
2023-0148-MDG,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0149-GAB,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0281-COD,2023,Extreme,Low,Low,False,False,both_wrong
2023-0282-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0157-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0161-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0177-ECU,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0180-ZAF,2023,Low,Low,Low,True,True,both_correct
2023-0186-NGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0206-USA,2023,Low,Low,Low,True,True,both_correct
2023-0354-PAK,2023,Moderate,High,High,False,False,both_wrong
2023-0229-IRQ,2023,Low,Low,Low,True,True,both_correct
2023-0230-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0235-ARE,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0267-RWA,2023,High,Low,Low,False,False,both_wrong
2023-0279-JPN,2023,Low,Low,Low,True,True,both_correct
2023-0300-GUM,2023,Low,Low,Low,True,True,both_correct
2023-0357-CHN,2023,Low,Moderate,Moderate,False,False,both_wrong
2023-0365-GTM,2023,Moderate,Low,Low,False,False,both_wrong
2023-0368-GHA,2023,Low,Low,Low,True,True,both_correct
2023-0378-IDN,2023,Low,Low,Low,True,True,both_correct
2023-0391-VEN,2023,Moderate,Low,Low,False,False,both_wrong
2023-0403-GRC,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0524-USA,2023,High,Low,Low,False,False,both_wrong
2023-0528-CHN,2023,Low,Low,Low,True,True,both_correct
2023-0438-BGR,2023,Extreme,Low,Extreme,True,False,rf_only_correct
2023-0438-EST,2023,High,Low,Extreme,False,False,both_wrong
2023-0459-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0460-SVN,2023,Low,Low,Low,True,True,both_correct
2023-0462-AFG,2023,Moderate,High,High,False,False,both_wrong
2023-0464-TWN,2023,Low,Low,Low,True,True,both_correct
2023-0466-DEU,2023,Low,Low,Low,True,True,both_correct
2023-0488-VNM,2023,Low,Low,Low,True,True,both_correct
2023-0494-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0516-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0517-MMR,2023,Low,High,Low,True,False,rf_only_correct
2023-0521-GEO,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0535-GRC,2023,Moderate,Low,Low,False,False,both_wrong
2023-0568-CHN,2023,Low,Low,Low,True,True,both_correct
2023-0568-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0570-TJK,2023,Moderate,Low,Low,False,False,both_wrong
2023-0571-PAK,2023,Low,High,High,False,False,both_wrong
2023-0579-MRT,2023,Low,Low,Low,True,True,both_correct
2023-0581-ESP,2023,Low,Low,Low,True,True,both_correct
2023-0589-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0590-TUN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0592-DOM,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0598-FRA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0600-MAR,2023,Extreme,Low,Low,False,False,both_wrong
2023-0606-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0631-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0691-NGA,2023,High,High,High,True,True,both_correct
2023-0703-HND,2023,Low,Low,Low,True,True,both_correct
2023-0719-ZWE,2023,High,Low,High,True,False,rf_only_correct
2023-0724-ITA,2023,Low,Low,Low,True,True,both_correct
2023-0753-PRY,2023,Low,Low,Low,True,True,both_correct
2023-0763-HTI,2023,Low,Low,Low,True,True,both_correct
2023-0781-ZMB,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0793-VEN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0806-ZAF,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0840-LBY,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0842-PHL,2023,Low,High,Low,True,False,rf_only_correct
2023-0846-IND,2023,Moderate,Low,Moderate,True,False,rf_only_correct
2023-0848-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0853-IDN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0859-LBR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0866-FRA,2023,Low,Low,Low,True,True,both_correct
2023-0878-CPV,2023,Low,Low,High,False,True,lightgbm_only_correct
2023-9868-USA,2023,High,Low,Low,False,False,both_wrong
2022-0625-KHM,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0628-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0630-GRC,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0075-CHE,2023,Low,Low,Low,True,True,both_correct
2022-0081-CZE,2022,Low,Low,Low,True,True,both_correct
2022-0081-DEU,2022,Low,Low,Low,True,True,both_correct
2023-0630-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0039-NPL,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0831-RUS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0079-NZL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0190-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0087-GNQ,2023,Moderate,Low,Extreme,False,False,both_wrong
2023-0095-MUS,2023,Low,Low,Low,True,True,both_correct
2023-0095-ZWE,2023,Low,Low,Low,True,True,both_correct
2022-0683-RUS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0196-MAR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0633-MMR,2023,Low,High,Low,True,False,rf_only_correct
2023-0635-VNM,2023,Low,Low,Low,True,True,both_correct
2023-0636-AFG,2023,Extreme,High,High,False,False,both_wrong
2023-0638-ESP,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0641-ZAF,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0645-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0649-IRQ,2023,High,Moderate,Moderate,False,False,both_wrong
2022-0500-KOR,2022,Moderate,Low,Low,False,False,both_wrong
2023-0652-VNM,2023,Moderate,Moderate,Moderate,True,True,both_correct
2022-0050-GHA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0052-MDG,2022,Moderate,Low,Low,False,False,both_wrong
2022-0418-IDN,2022,Low,Low,Low,True,True,both_correct
2022-0383-JOR,2022,Moderate,Low,Moderate,True,False,rf_only_correct
2022-0384-SEN,2022,Moderate,High,Moderate,True,False,rf_only_correct
2022-0393-IRN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0002-IRN,2022,Low,Low,Low,True,True,both_correct
2022-0014-PAK,2022,Moderate,High,High,False,False,both_wrong
2022-0021-EGY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0055-RWA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0060-AFG,2022,Moderate,High,High,False,False,both_wrong
2022-0065-BRA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0395-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0400-NIC,2022,Low,Low,Low,True,True,both_correct
2022-0068-ECU,2022,Moderate,Low,Low,False,False,both_wrong
2022-0071-MEX,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0097-DEU,2022,Low,Low,Low,True,True,both_correct
2022-0101-MDG,2022,Moderate,Low,Low,False,False,both_wrong
2022-0103-AUS,2022,Moderate,Low,Low,False,False,both_wrong
2022-0112-DEU,2022,Low,Low,Low,True,True,both_correct
2022-0115-IDN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0119-MYS,2022,Low,Low,Low,True,True,both_correct
2022-0401-ITA,2022,Moderate,Low,Low,False,False,both_wrong
2023-0653-NPL,2023,Low,High,Low,True,False,rf_only_correct
2022-0137-MOZ,2022,Moderate,High,High,False,False,both_wrong
2022-0157-USA,2022,Low,Low,Low,True,True,both_correct
2022-0161-IDN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0163-PER,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0201-TLS,2022,Moderate,Low,High,False,False,both_wrong
2022-0210-NGA,2022,Moderate,High,Moderate,True,False,rf_only_correct
2023-0022-SRB,2023,Low,Low,Low,True,True,both_correct
2022-0185-USA,2022,Low,Low,Low,True,True,both_correct
2022-0190-BRA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0192-COL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0193-USA,2022,Low,Low,Low,True,True,both_correct
2022-0194-TUN,2022,Low,Low,Low,True,True,both_correct
2022-0195-PHL,2022,Low,Low,Low,True,True,both_correct
2022-0212-USA,2022,Low,Low,Low,True,True,both_correct
2022-0216-ZWE,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0217-IRQ,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0229-COL,2022,Low,Low,Low,True,True,both_correct
2022-0230-UZB,2022,Low,Low,Low,True,True,both_correct
2022-0232-COD,2022,Low,Moderate,Low,True,False,rf_only_correct
2022-0232-RWA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0236-TUN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0250-VEN,2022,Low,Low,Low,True,True,both_correct
2022-0271-THA,2022,Low,Low,Low,True,True,both_correct
2022-0291-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0671-COD,2023,Moderate,High,High,False,False,both_wrong
2022-0292-VNM,2022,Low,Low,Low,True,True,both_correct
2022-0310-SEN,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0402-IRN,2022,Low,Low,Low,True,True,both_correct
2022-0333-MEX,2022,Moderate,Low,Low,False,False,both_wrong
2022-0334-CHN,2022,Low,Low,Low,True,True,both_correct
2022-0342-AFG,2022,Extreme,High,High,False,False,both_wrong
2022-0353-NPL,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0446-NER,2022,High,Moderate,Low,False,False,both_wrong
2022-0456-YEM,2022,Moderate,High,Low,False,False,both_wrong
2022-0460-KEN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0465-CHE,2022,High,Extreme,High,True,False,rf_only_correct
2022-0465-CZE,2022,High,High,Extreme,False,True,lightgbm_only_correct
2022-0465-ITA,2022,Extreme,Low,Extreme,True,False,rf_only_correct
2022-0465-LUX,2022,Moderate,Low,High,False,False,both_wrong
2022-0485-PER,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0492-GMB,2022,Low,Low,Low,True,True,both_correct
2022-0493-NPL,2022,High,High,High,True,True,both_correct
2022-0609-ITA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0081-GBR,2022,Low,Low,Low,True,True,both_correct
2022-0501-YEM,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2022-0507-BIH,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0510-MEX,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0530-CHN,2022,Moderate,Low,Moderate,True,False,rf_only_correct
2022-0537-ARM,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0540-TUR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0563-IDN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0572-MEX,2022,Low,Low,Low,True,True,both_correct
2022-0586-TUN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0635-THA,2022,Low,Low,Low,True,True,both_correct
2022-0647-SLV,2022,Moderate,Low,Low,False,False,both_wrong
2022-0675-MEX,2022,Low,Low,Low,True,True,both_correct
2022-0685-PHL,2022,Low,Moderate,Moderate,False,False,both_wrong
2022-0698-MEX,2022,Low,Low,Low,True,True,both_correct
2022-0707-PHL,2022,High,Low,Low,False,False,both_wrong
2022-0710-KOR,2022,High,Moderate,Low,False,False,both_wrong
2022-0712-VEN,2022,Low,Low,Low,True,True,both_correct
2022-0789-COL,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0721-VEN,2022,Low,Low,Low,True,True,both_correct
2022-0731-NPL,2022,Low,High,Low,True,False,rf_only_correct
2022-0736-IDN,2022,Low,Low,Low,True,True,both_correct
2022-0739-DZA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0755-IDN,2022,High,Low,Low,False,False,both_wrong
2022-0761-EGY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0762-CHN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0765-TUR,2022,Low,High,Low,True,False,rf_only_correct
2022-0777-MAR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0788-ZAF,2022,Moderate,Low,Low,False,False,both_wrong
2023-0059-CUB,2023,Moderate,Moderate,Moderate,True,True,both_correct
2022-0795-VNM,2022,Low,Low,Low,True,True,both_correct
2022-0797-UKR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0806-AFG,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0818-CAN,2022,Low,Low,Low,True,True,both_correct
2022-0819-JPN,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2022-0825-BIH,2022,Low,Low,Low,True,True,both_correct
2022-0837-BOL,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0857-UGA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0861-MOZ,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2023-0063-JPN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0064-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0006-IDN,2023,Low,Low,Low,True,True,both_correct
2023-0011-ARM,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0014-SEN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0016-KEN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0019-AFG,2023,High,High,High,True,True,both_correct
2023-0020-MDG,2023,Moderate,Low,Low,False,False,both_wrong
2023-0028-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0037-DZA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0046-NZL,2023,Low,Low,Low,True,True,both_correct
2023-0052-CAN,2023,Low,Low,Low,True,True,both_correct
2023-0120-MYS,2023,Low,Low,Low,True,True,both_correct
2023-0123-IDN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0126-ECU,2023,Moderate,Low,Low,False,False,both_wrong
2023-0131-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2022-0112-NLD,2022,Low,Low,Low,True,True,both_correct
2022-0329-NGA,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0392-PAK,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0543-RUS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0964-TZA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0613-KHM,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2022-0113-BFA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0675-MEX,2023,Moderate,Low,Low,False,False,both_wrong
2022-0116-VNM,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0184-SAU,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0724-BEL,2023,Low,Low,Low,True,True,both_correct
2023-0724-DEU,2023,Low,Low,Low,True,True,both_correct
2023-0724-FRA,2023,Low,Low,Low,True,True,both_correct
2022-0120-IDN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0011-IDN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0025-CHN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0026-PER,2022,Low,Low,Moderate,False,True,lightgbm_only_correct
2022-0064-BOL,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0034-SYR,2022,Low,Low,Low,True,True,both_correct
2022-0035-ZAF,2022,Low,Low,Low,True,True,both_correct
2022-0127-GIN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0541-TUR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0052-MWI,2022,Moderate,Low,Low,False,False,both_wrong
2022-0053-UGA,2022,Low,Low,Low,True,True,both_correct
2022-0057-HTI,2022,Low,Extreme,Extreme,False,False,both_wrong
2022-0061-MDG,2022,Moderate,Low,Low,False,False,both_wrong
2022-0259-IRQ,2022,Low,Low,Low,True,True,both_correct
2022-0089-BRA,2022,High,Low,Low,False,False,both_wrong
2022-0096-PSE,2022,Low,Low,Low,True,True,both_correct
2022-0099-MDG,2022,Moderate,Low,Low,False,False,both_wrong
2022-0099-MOZ,2022,Moderate,Low,High,False,False,both_wrong
2022-0102-BOL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0109-COL,2022,Low,Low,Low,True,True,both_correct
2022-0137-MWI,2022,Low,Low,Low,True,True,both_correct
2022-0160-TZA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0164-COD,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0178-ECU,2022,Low,Low,Low,True,True,both_correct
2022-0183-AUS,2022,Low,Low,Low,True,True,both_correct
2022-0200-COL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0204-PHL,2022,High,Low,Low,False,False,both_wrong
2022-0224-POL,2022,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2022-0233-COL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0234-RUS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0242-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0248-IND,2022,Moderate,High,High,False,False,both_wrong
2022-0258-TZA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0262-ECU,2022,Moderate,Low,Low,False,False,both_wrong
2022-0264-AFG,2022,Moderate,High,High,False,False,both_wrong
2022-0270-UKR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0273-CUB,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0284-USA,2022,Low,Low,Low,True,True,both_correct
2022-0288-PRI,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0309-IRN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0316-CHN,2022,Moderate,High,High,False,False,both_wrong
2022-0318-BRA,2022,High,Low,Low,False,False,both_wrong
2022-0320-VNM,2022,Moderate,Low,Low,False,False,both_wrong
2022-0325-CAN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0336-LKA,2022,Low,Low,Low,True,True,both_correct
2022-0338-CMR,2022,Low,Low,Low,True,True,both_correct
2022-0340-BGD,2022,High,High,High,True,True,both_correct
2022-0342-PAK,2022,Moderate,Low,Low,False,False,both_wrong
2022-0367-CUB,2022,Low,Low,Low,True,True,both_correct
2022-0409-BRA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0417-PRT,2022,Low,Low,Low,True,True,both_correct
2022-0432-EGY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0448-PHL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0453-AFG,2022,Moderate,High,High,False,False,both_wrong
2022-0461-NGA,2022,Moderate,High,High,False,False,both_wrong
2022-0462-BHS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0465-ALB,2022,High,Low,Extreme,False,False,both_wrong
2022-0465-AUT,2022,High,Low,Extreme,False,False,both_wrong
2022-0465-DNK,2022,High,High,High,True,True,both_correct
2022-0465-LTU,2022,High,Low,Extreme,False,False,both_wrong
2022-0465-NOR,2022,Moderate,High,High,False,False,both_wrong
2022-0465-ROU,2022,Extreme,Low,Extreme,True,False,rf_only_correct
2022-0465-SRB,2022,High,Low,Extreme,False,False,both_wrong
2022-0486-USA,2022,Low,Low,Low,True,True,both_correct
2022-0488-NPL,2022,Moderate,High,High,False,False,both_wrong
2022-0508-THA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0509-TCD,2022,Moderate,Low,Low,False,False,both_wrong
2022-0514-AFG,2022,High,High,High,True,True,both_correct
2022-0515-VNM,2022,Moderate,Low,Low,False,False,both_wrong
2022-0523-AFG,2022,Moderate,High,High,False,False,both_wrong
2022-0533-CMR,2022,Low,Moderate,High,False,False,both_wrong
2022-0535-PAK,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0536-VEN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0539-IND,2022,Moderate,Extreme,Extreme,False,False,both_wrong
2022-0546-MRT,2022,Moderate,Low,Low,False,False,both_wrong
2022-0560-SLE,2022,Moderate,Low,Low,False,False,both_wrong
2022-0577-KOR,2022,Moderate,Low,Low,False,False,both_wrong
2022-0582-UGA,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0592-PNG,2022,Low,Low,Low,True,True,both_correct
2022-0594-SYR,2022,Moderate,Moderate,High,False,True,lightgbm_only_correct
2022-0600-NGA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0603-CAN,2022,Low,Low,Low,True,True,both_correct
2022-0603-DOM,2022,Low,Low,Low,True,True,both_correct
2022-0603-GLP,2022,Low,Low,Low,True,True,both_correct
2022-0613-VNM,2022,Low,Low,Low,True,True,both_correct
2022-0614-USA,2022,High,Low,Low,False,False,both_wrong
2022-0615-VEN,2022,Moderate,Low,Low,False,False,both_wrong
2022-0617-VNM,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0641-NGA,2022,High,High,Extreme,False,True,lightgbm_only_correct
2022-0647-GTM,2022,Low,Low,Low,True,True,both_correct
2022-0655-HND,2022,Low,Low,Low,True,True,both_correct
2022-0805-COD,2022,High,High,High,True,True,both_correct
2022-0667-VNM,2022,Low,Low,Low,True,True,both_correct
2022-0671-TUR,2022,Moderate,Moderate,Moderate,True,True,both_correct
